"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1988";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"44620000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1988";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"44620000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1987";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"40146000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1987";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"40146000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1987";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"40648000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1987";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"40648000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1986";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"35234000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1986";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"35234000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1986";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"35642000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1986";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"35642000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1985";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"32458000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1985";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"32458000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1985";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"32157000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1985";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"32157000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1984";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"29475000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1984";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"29475000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1984";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"29223000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1984";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"29223000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1983";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"25754000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1983";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"25754000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1983";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"25543000000";""
